route,locale,routeKind,section,indexability,sourceFile,originalPriority,finalDisposition,conceptId,conceptRole,reason
/no/kunnskap/vagal-tone,nb-NO,build-exact,knowledge,indexable-candidate,src/app/(no)/no/kunnskap/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/kunnskap/vagusnerven,nb-NO,build-exact,knowledge,indexable-candidate,src/app/(no)/no/kunnskap/[slug]/page.tsx,P1,P1_REFERENCE,de-vagus-nerve,reference,Reference route for locked P1 concept de-vagus-nerve
/no/kunnskap/vagusnervestimulering,nb-NO,build-exact,knowledge,indexable-candidate,src/app/(no)/no/kunnskap/[slug]/page.tsx,P1,P1_REFERENCE,de-vagus-nerve-stimulation,reference,Reference route for locked P1 concept de-vagus-nerve-stimulation
/no/om-oss,nb-NO,build-exact,trust-support,indexable-candidate,src/app/(no)/no/om-oss/page.tsx,P0,P0_REFERENCE,de-about,reference,Reference route for locked P0 concept de-about
/no/ordliste,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/page.tsx,P2,P1_REFERENCE,de-glossary-hub,reference,Reference route for locked P1 concept de-glossary-hub
/no/ordliste/[slug],nb-NO,source-dynamic-pattern,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,TEMPLATE_INFRASTRUCTURE,,,Dynamic route template; exact generated pages are classified separately
/no/ordliste/alvorlig-uonsket-hendelse,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/aurikulaer-gren-av-vagusnerven,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/aurikulaer-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/bolgeform,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/cavum-conchae,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/cervikal-ikke-invasiv-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/cymba-conchae,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/det-autonome-nervesystemet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/det-parasympatiske-nervesystemet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/det-sympatiske-nervesystemet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/elektrode,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/evidenssikkerhet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/forsiktighetsregel,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/hjertefrekvensvariabilitet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/ikke-invasiv-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P1_REFERENCE,de-glossary-non-invasive-vns,reference,Reference route for locked P1 concept de-glossary-non-invasive-vns
/no/ordliste/implantert-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/kontraindikasjon,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/metaanalyse,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/oktvarighet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/oreflipp,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/pulsbredde,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/randomisert-kontrollert-studie,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/sham-stimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/stimuleringsfrekvens,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/stimuleringsintensitet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/stimuleringssted,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/stimuleringssyklus,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/systematisk-oversikt,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/target-engagement,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/tiltenkt-bruk,nb-NO,build-exact,legal-regulatory,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P0,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/tolerabilitet,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/tragus,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/transkutan-aurikulaer-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P1_REFERENCE,de-glossary-tavns,reference,Reference route for locked P1 concept de-glossary-tavns
/no/ordliste/transkutan-vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/uonsket-hendelse,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/vagal-tone,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/ordliste/vagusnerven,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P1_REFERENCE,de-glossary-vagus-nerve,reference,Reference route for locked P1 concept de-glossary-vagus-nerve
/no/ordliste/vagusnervestimulering,nb-NO,build-exact,glossary,indexable-candidate,src/app/(no)/no/ordliste/[slug]/page.tsx,P2,P1_REFERENCE,de-glossary-vns,reference,Reference route for locked P1 concept de-glossary-vns
/no/product,nb-NO,build-exact,commercial,indexable-candidate,src/app/(no)/no/product/page.tsx,P0,EXCLUDE_REDIRECT,,,Redirect-only compatibility route; canonical Norwegian product is /no/produkt
/no/produkt,nb-NO,build-exact,commercial,indexable-candidate,src/app/(no)/no/produkt/page.tsx,P0,P0_REFERENCE,de-product,reference,Reference route for locked P0 concept de-product
/no/slik-fungerer-det,nb-NO,build-exact,other-public,indexable-candidate,src/app/(no)/no/slik-fungerer-det/page.tsx,P2,P0_REFERENCE,de-how-it-works,reference,Reference route for locked P0 concept de-how-it-works
/no/support,nb-NO,build-exact,trust-support,indexable-candidate,src/app/(no)/no/support/page.tsx,P0,P0_REFERENCE,de-support,reference,Reference route for locked P0 concept de-support
/no/tilstander,nb-NO,build-exact,conditions,indexable-candidate,src/app/(no)/no/tilstander/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/tilstander/[slug],nb-NO,source-dynamic-pattern,conditions,indexable-candidate,src/app/(no)/no/tilstander/[slug]/page.tsx,P2,TEMPLATE_INFRASTRUCTURE,,,Dynamic route template; exact generated pages are classified separately
/no/tilstander/sovn,nb-NO,build-exact,conditions,indexable-candidate,src/app/(no)/no/tilstander/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/no/tilstander/stress,nb-NO,build-exact,conditions,indexable-candidate,src/app/(no)/no/tilstander/[slug]/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/onboarding,en-US,build-exact,private-app,private-route,src/app/(en)/onboarding/page.tsx,EXCLUDE,EXCLUDE_PRIVATE_OR_TECHNICAL,,,"Private, account, API or technical route outside public German launch"
/open-app,en-US,build-exact,private-app,private-route,src/app/(en)/open-app/page.tsx,EXCLUDE,EXCLUDE_PRIVATE_OR_TECHNICAL,,,"Private, account, API or technical route outside public German launch"
/product,en-US,build-exact,commercial,indexable-candidate,src/app/(en)/product/page.tsx,P0,P0_SOURCE,de-product,source,Source route for locked P0 concept de-product
/research,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/page.tsx,P1,P1_SOURCE,de-research-hub,source,Source route for locked P1 concept de-research-hub
/research/studies,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/borovikova-2000-vagus-nerve-inflammation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/borovikova-2000-vagus-nerve-inflammation/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/de-oliveira-2025-tavns-insomnia-systematic-review-meta-analysis,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/de-oliveira-2025-tavns-insomnia-systematic-review-meta-analysis/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/frangos-2015-auricular-vagus-nerve-stimulation-fmri,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/frangos-2015-auricular-vagus-nerve-stimulation-fmri/page.tsx,P1,P1_SOURCE,de-study-frangos-2015,source,Source route for locked P1 concept de-study-frangos-2015
/research/studies/inflammatory-reflex-tracey-2002,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/inflammatory-reflex-tracey-2002/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/kim-2022-tavns-safety-systematic-review-meta-analysis,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/kim-2022-tavns-safety-systematic-review-meta-analysis/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/mayer-2011-gut-brain-axis,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/mayer-2011-gut-brain-axis/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/pavlov-tracey-2005-cholinergic-anti-inflammatory-pathway,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/pavlov-tracey-2005-cholinergic-anti-inflammatory-pathway/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/porges-1995-polyvagal-theory,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/porges-1995-polyvagal-theory/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/rush-2005-vagus-nerve-stimulation-depression,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/rush-2005-vagus-nerve-stimulation-depression/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/soltani-2023-tavns-heart-rate-variability-systematic-review,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/soltani-2023-tavns-heart-rate-variability-systematic-review/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/task-force-1996-heart-rate-variability-standards,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/task-force-1996-heart-rate-variability-standards/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/studies/thayer-lane-2000-neurovisceral-integration,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/studies/thayer-lane-2000-neurovisceral-integration/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/topics,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/page.tsx,P1,P1_SOURCE,de-research-topics-hub,source,Source route for locked P1 concept de-research-topics-hub
/research/topics/auricular-vagus-nerve-stimulation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/auricular-vagus-nerve-stimulation/page.tsx,P2,P1_SOURCE,de-research-auricular-vns,source,Source route for locked P1 concept de-research-auricular-vns
/research/topics/autonomic-regulation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/autonomic-regulation/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/topics/gut-brain-axis,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/gut-brain-axis/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/topics/heart-rate-variability,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/heart-rate-variability/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/topics/inflammation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/inflammation/page.tsx,P2,P2_QUEUE,,,Public exact route retained for post-launch German prioritization
/research/topics/safety-and-tolerability,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/safety-and-tolerability/page.tsx,P2,P1_SOURCE,de-research-safety,source,Source route for locked P1 concept de-research-safety
/research/topics/transcutaneous-vagus-nerve-stimulation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/transcutaneous-vagus-nerve-stimulation/page.tsx,P2,P1_SOURCE,de-research-tvns,source,Source route for locked P1 concept de-research-tvns
/research/topics/vagus-nerve-stimulation,en-US,build-exact,research,indexable-candidate,src/app/(en)/research/topics/vagus-nerve-stimulation/page.tsx,P2,P1_SOURCE,de-research-vns,source,Source route for locked P1 concept de-research-vns
/shop,en-US,build-exact,commercial,indexable-candidate,src/app/(en)/shop/page.tsx,P0,P0_SOURCE,de-shop,source,Source route for locked P0 concept de-shop
/signup,en-US,build-exact,private-app,private-route,src/app/(en)/signup/page.tsx,EXCLUDE,EXCLUDE_PRIVATE_OR_TECHNICAL,,,"Private, account, API or technical route outside public German launch"
/support,en-US,build-exact,trust-support,indexable-candidate,src/app/(en)/support/page.tsx,P0,P0_SOURCE,de-support,source,Source route for locked P0 concept de-support
/verify-email,en-US,build-exact,private-app,private-route,src/app/(en)/verify-email/page.tsx,EXCLUDE,EXCLUDE_PRIVATE_OR_TECHNICAL,,,"Private, account, API or technical route outside public German launch"
